Prioridad,Orden prelación,Sector,OPMI,Código Único,Código Idea,Tipo inversión,Nombre de inversión,Función,Programa,SubPrograma,Costo actualizado (S/),Devengado acumulado (S/) (al 31 dic. 2025),PIM 2026 (S/),Monto Año 2026 (S/),Monto Año 2027 (S/),Monto Año 2028 (S/),Monto Año 2029 (S/),ARCHIVO_ORIGEN,UBIGEO_DESDE_NOMBRE,UBIGEO_VALIDADO_PMI,UBIGEO_FINAL_VALIDADO,PMI_ENCONTRADO,COINCIDE_NOMBRE_PMI,METODO_EXTRACCION_UBIGEO,CONFIANZA_UBIGEO,ESTADO_UBIGEO,UBIGEOS_CANDIDATOS,OBSERVACION_UBIGEO
549.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2301622.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE YERBAS BUENAS , DISTRITO DE LAGUNAS - AYABACA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4127517,47297,165751,165751.0,1330433.0,2584036.0,0.0,Cartera_260824-123814.xlsx,,200204,200204,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"140107, 160206, 200204",Distrito LAGUNAS es ambiguo y no se extrajo provincia | Validado por PMI: LAGUNAS
550.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2257588.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO EN LA LOCALIDAD DE PALO SOLO , DISTRITO DE COCHABAMBA - CHOTA - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4992273,61429,114500,114500.0,585978.0,4230366.0,0.0,Cartera_260824-123814.xlsx,,060407,060407,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"060407, 100403, 020102, 090725",Distrito COCHABAMBA es ambiguo y no se extrajo provincia | Validado por PMI: COCHABAMBA
551.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2278286.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO DE SAN MARCOS DE ROCCHAC , DISTRITO DE SAN MARCOS DE ROCCHAC - TAYACAJA - HUANCAVELICA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4126097,133492,349673,349673.0,3008644.0,634288.0,0.0,Cartera_260824-123814.xlsx,090716,,090716,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,090716,Coincidencia exacta y única por nombre
552.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235260.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DE DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE CENTRO KUVIRIANI DISTRITO DE PICHANAQUI- CHANCHAMAYO - JUNIN,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,7827592,98987,138770,103725.0,4349763.0,2812532.0,0.0,Cartera_260824-123814.xlsx,,120303,120303,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito PICHANAQUI- CHANCHAMAYO no encontrado en GPKG | Validado por PMI: PICHANAQUI
553.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2307929.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA LOCALIDAD DE CHOQUECANCHA , DISTRITO DE LARES - CALCA - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,7212237,135607,21000,21000.0,5615597.0,1440032.0,0.0,Cartera_260824-123814.xlsx,080404,,080404,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080404,Coincidencia exacta y única por nombre
554.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2503616.0,,PROYECTO DE INVERSION,"AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LOS SECTORES 308, 309 Y 310 VILLA MARIA DEL TRIUNFO DEL DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,140605013,2677599,1763641,3561865.0,2650325.0,2650325.0,5525695.0,Cartera_260824-123814.xlsx,150143,,150143,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150143,Coincidencia exacta y única por nombre
555.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2532566.0,4142.0,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LOS DISTRITOS DE NUEVO CHIMBOTE Y CHIMBOTE DE LA  PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,659427519,23520463,10448902,9786034.0,30000000.0,50000000.0,50000000.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - SANTA)
556.0,B3,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2567526.0,35656.0,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL EN LOS DISTRITOS DE ZARUMILLA Y AGUAS VERDES DE LA  PROVINCIA DE ZARUMILLA - DEPARTAMENTO DE TUMBES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,265689118,13670902,62535135,62535135.0,54015384.45,71460654.51,64007041.88,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - - TODOS -)
557.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2316034.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LOS CENTROS POBLADOS LA FLORIDA Y PASAMAYO E INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO EL EDEN, DISTRITO DE YANTALO - MOYOBAMBA - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,11145339,129200,0,187054.0,587266.0,3343601.0,6898218.0,Cartera_260824-123814.xlsx,220106,,220106,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220106,Coincidencia exacta y única por nombre
558.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2469971.0,91584.0,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL Y/O REÚSO, Y DE LA INFRAESTRUCTURA DE RECOLECCIÓN EN LA LOCALIDAD DE CHEPÉN Y 8 DISTRITOS DE LA PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,1413728721,156503,0,0.0,2000000.0,1500000.0,1700000.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - - TODOS -)
559.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2470012.0,94608.0,PROYECTO DE INVERSION,"CREACION DE LOS SERVICIOS DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL EN EL DISTRITO DE SAN JOSÉ DE SISA DE LA PROVINCIA DE EL DORADO Y EN LOS DISTRITOS DE TARAPOTO, LA BANDA DE SHILCAYO Y MORALES DE LA  PROVINCIA DE SAN MARTIN - DEPARTAMENTO DE SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,481763821,6222328,40765,40765.0,1200000.0,1500000.0,1500000.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - - TODOS -)
560.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2568567.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE HUARAL DEL  DISTRITO DE HUARAL - PROVINCIA DE HUARAL - DEPARTAMENTO DE LIMA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,261469785,2587342,1291032,1291032.0,2856325.0,4526325.0,7256952.0,Cartera_260824-123814.xlsx,150601,,150601,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150601,Coincidencia exacta y única por nombre
561.0,C,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2501633.0,,PROYECTO DE INVERSION,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA SANTA ROSA Y ANCÓN EN LOS DISTRITOS DE SANTA ROSA Y ANCON DE LA  PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,381091225,10484458,759799,421740.0,10000000.0,30000000.0,8954210.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - LIMA)
562.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2469999.0,94575.0,PROYECTO DE INVERSION,"CREACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL Y/O REÚSO, MEJORAMIENTO Y AMPLIACIÓN DE LA INFRAESTRUCTURA DE LA RED DE RECOLECCIÓN EN LOS DISTRITOS DE CAJAMARCA Y LOS BAÑOS DEL INCA DE LA  PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,260931549,207535,10000,60000.0,150000.0,150000.0,300000.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - - TODOS -)
563.0,D,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2428087.0,24377.0,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN 7 DISTRITOS DE LA PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,391053009,18301587,2638653,4653104.0,100000.0,100000.0,100000.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - - TODOS -)
564.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2469992.0,77676.0,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL Y/O REÚSO E INFRAESTRUCTURA DE LA RED DE RECOLECCIÓN EN 7 DISTRITOS DE LA PROVINCIA DE CHINCHA - DEPARTAMENTO DE ICA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,426140139,665133,474289,582000.0,3856352.0,5562856.0,6326985.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - - TODOS -)
565.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2428088.0,24378.0,PROYECTO DE INVERSION,"MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO SANITARIO Y CREACIÓN DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES EN LOS DISTRITOS DE AMARILIS, PILLCO MARCA Y HUANUCO DE LA  PROVINCIA DE HUANUCO - DEPARTAMENTO DE HUANUCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,203628776,190479,0,0.0,100000.0,100000.0,100000.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - HUANUCO)
566.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2569318.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LA CIUDAD DE PUERTO MALDONADO Y C.P. MAYOR EL TRIUNFO Y CREACIÓN DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES EN EL SECTOR LA PASTORA DE LA CIUDAD DE PUERTO MALDONADO, EN LOS DISTRITOS DE TAMBOPATA Y LAS PIEDRAS DE LA  PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,362256653,2744931,2210886,2210886.0,1100000.0,2300000.0,3500000.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - TAMBOPATA)
567.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2194055.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DESAGUE  EN LA CIUDAD DE URUBAMBA DEL DISTRITO DE URUBAMBA, PROVINCIA DE URUBAMBA - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,81772671,3874129,0,0.0,10000.0,10000.0,7789854.0,Cartera_260824-123814.xlsx,081301,,081301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,081301,Coincidencia exacta y única por nombre
568.0,Z,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2161852.0,,PROYECTO DE INVERSION,"AMPLIACION, RENOVACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE COCACHACRA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,93338749,4428703,595226,708000.0,5412535.0,5850236.0,5962586.0,Cartera_260824-123814.xlsx,,040702,040702,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: COCACHACRA"
569.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2595846.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE URBANO Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL EN LA LOCALIDAD DE BARRANCA   DISTRITO DE BARRANCA DE LA PROVINCIA DE BARRANCA DEL DEPARTAMENTO DE LIMA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,388460578,1114760,3145104,5079110.0,5000000.0,10.0,50000000.0,Cartera_260824-123814.xlsx,,150201,150201,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito BARRANCA DE no encontrado en GPKG | Validado por PMI: BARRANCA
570.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2333133.0,,PROYECTO DE INVERSION,"MEJORAMIENTO , AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LA ZONA URBANA DE HUALLANCA, DISTRITO DE HUALLANCA - BOLOGNESI - ANCASH",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,41072016,763609,0,0.0,2562356.0,4856952.0,6589365.0,Cartera_260824-123814.xlsx,,020508,020508,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"020508, 021202",Distrito HUALLANCA es ambiguo y no se extrajo provincia | Validado por PMI: HUALLANCA
571.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2327619.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES , PROVINCIA DE CORONEL PORTILLO - UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,792579780,7096025,1984494,2955000.0,5000000.0,7504088.0,19504088.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - CORONEL PORTILLO)"
572.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2594508.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE URBANO Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL EN LAS CALLES PRINCIPALES DE HUACHO (DEL SECTOR 1 AL 13) Y ASOCIACIONES DE CIUDAD SATÉLITE (SECTOR 14)   DISTRITO DE HUACHO DE LA PROVINCIA DE HUAURA DEL DEPARTAMENTO DE LIMA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,243929651,930854,3563450,6828456.0,2000000.0,1000000.0,70000000.0,Cartera_260824-123814.xlsx,,150801,150801,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito HUACHO DE no encontrado en GPKG | Validado por PMI: HUACHO
573.0,D,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2387743.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN EL AMBITO URBANO  DISTRITO DE MOHO - PROVINCIA DE MOHO - DEPARTAMENTO DE PUNO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,29608297,1530991,0,0.0,10000000.0,18077305.79,0.0,Cartera_260824-123814.xlsx,210901,,210901,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210901,Coincidencia exacta y única por nombre
574.0,Z,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2519940.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL DE LA CIUDAD DE PUERTO MALDONADO Y C.P. MAYOR EL TRIUNFO EN LOS DISTRITOS DE TAMBOPATA Y LAS PIEDRAS DE LA  PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,554927251,36169392,53872249,54586261.0,54586261.0,42031560.0,42031560.0,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - TAMBOPATA)
575.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2319483.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE PRODUCCION, ALMACENAMIENTO Y DISTRIBUCION PRIMARIA DE AGUA POTABLE DE LOS DISTRITOS DE PIURA Y CASTILLA, PROVINCIA Y DEPARTAMENTO DE PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,674682089,7635851,2008321,2008321.0,10000000.0,20000000.0,20000000.0,Cartera_260824-123814.xlsx,,200101,200101,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Múltiples distritos detectados en el nombre | Validado por PMI: PIURA
576.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2597789.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE URBANO Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO Y CREACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL EN LOS SECTORES DE VEGUETA, SAN ISIDRO Y PRIMAVERA   DISTRITO DE VEGUETA DE LA PROVINCIA DE HUAURA DEL DEPARTAMENTO DE LIMA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,68242286,1701552,2623601,4448803.0,5000000.0,10000000.0,10000000.0,Cartera_260824-123814.xlsx,,150812,150812,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito VEGUETA DE no encontrado en GPKG | Validado por PMI: VEGUETA
577.0,D,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2241642.0,,PROYECTO DE INVERSION,"MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO URBANO DEL CPM DE SAN SEBASTIAN DE CHOROPAMPA, DISTRITO DE MAGDALENA - CAJAMARCA - CAJAMARCA",SANEAMIENTO,SANEAMIENTO URBANO,SANEAMIENTO,22928829,58728,13188228,13188228.0,9681872.64,0.0,0.0,Cartera_260824-123814.xlsx,,060109,060109,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"010112, 060109",Distrito MAGDALENA es ambiguo y no se extrajo provincia | Validado por PMI: MAGDALENA
578.0,D,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2387679.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y RECOLECCIÓN DE AGUAS RESIDUALES DE LA CIUDAD DE PUNO,  DISTRITO DE PUNO - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,808768931,15031064,478311,178311.0,100000000.0,351132120.38,342427436.33,Cartera_260824-123814.xlsx,210101,,210101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210101,Coincidencia exacta y única por nombre
579.0,Z,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2515057.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BÁSICO DE LAS LOCALIDADES DE LUCMILLO, EL LIRIO Y EL CASTILLO DEL DISTRITO DE SAN SILVESTRE DE COCHAN - PROVINCIA DE SAN MIGUEL - DEPARTAMENTO DE CAJAMARCA",SANEAMIENTO,SANEAMIENTO RURAL,SANEAMIENTO,4706715,33000,2577108,2577108.0,3370142.0,0.0,0.0,Cartera_260824-123814.xlsx,061111,,061111,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,061111,Coincidencia exacta y única por nombre
580.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2600082.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE BARRIOS ALTOS   DISTRITO DE TABACONAS DE LA PROVINCIA DE SAN IGNACIO DEL DEPARTAMENTO DE CAJAMARCA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,1760053,35000,1020039,756032.0,969020.51,0.0,0.0,Cartera_260824-123814.xlsx,,060907,060907,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito TABACONAS DE no encontrado en GPKG | Validado por PMI: TABACONAS
