Prioridad,Orden prelación,Sector,OPMI,Código Único,Código Idea,Tipo inversión,Nombre de inversión,Función,Programa,SubPrograma,Costo actualizado (S/),Devengado acumulado (S/) (al 31 dic. 2025),PIM 2026 (S/),Monto Año 2026 (S/),Monto Año 2027 (S/),Monto Año 2028 (S/),Monto Año 2029 (S/),ARCHIVO_ORIGEN,UBIGEO_DESDE_NOMBRE,UBIGEO_VALIDADO_PMI,UBIGEO_FINAL_VALIDADO,PMI_ENCONTRADO,COINCIDE_NOMBRE_PMI,METODO_EXTRACCION_UBIGEO,CONFIANZA_UBIGEO,ESTADO_UBIGEO,UBIGEOS_CANDIDATOS,OBSERVACION_UBIGEO
38.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2191604.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE, SERVICIO DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LA CIUDAD DE QARHUAPAMPA, DISTRITO DE TAMBO, PROVINCIA DE LA MAR - AYACUCHO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4667039,4605703,10000,10000.0,31335.77,0.0,0.0,Cartera_260824-123814.xlsx,050508,,050508,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,050508,Coincidencia resuelta usando provincia LA MAR
39.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2289960.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA LOCALIDAD DE SANTIAGO, DISTRITO DE ACOMAYO, PROVINCIA DE ACOMAYO - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2706690,2620283,0,10000.0,86406.63,0.0,0.0,Cartera_260824-123814.xlsx,080201,,080201,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080201,Coincidencia exacta y única por nombre
40.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2186352.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LA COMUNIDAD DE CCOCHAPATA - DISTRITO TUPAC AMARU- PROVINCIA CANAS - REGION CUSCO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3758194,3656900,0,30000.0,101294.11,0.0,0.0,Cartera_260824-123814.xlsx,,080508,080508,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: TUPAC AMARU"
40.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2400940.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE SANTA EMILIA, DISTRITO DE NAUTA , PROVINCIA DE LORETO - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4917670,4894810,0,22860.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
41.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2266082.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO EN EL CENTRO POBLADO SHAMPUYACU, DISTRITO DE AWAJUN - RIOJA - SAN MARTÍN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,7542229,6874672,0,10000.0,667556.66,0.0,0.0,Cartera_260824-123814.xlsx,220802,,220802,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220802,Coincidencia exacta y única por nombre
42.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2465313.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CALLE TUMBES ENTRE LAS INTERSECCIONES DE LAS CALLES ABAD PUELL Y  AV RÍO CENEPA, Y CALLES ALEDAÑAS EN EL AAHH POZO ELEVADO  DISTRITO DE ZARUMILLA - PROVINCIA DE ZARUMILLA - DEPARTAMENTO DE TUMBES",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,2768775,2757348,0,0.0,11427.14,0.0,0.0,Cartera_260824-123814.xlsx,240301,,240301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,240301,Coincidencia exacta y única por nombre
43.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2279319.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE CAMPAMENTO , DISTRITO DE COASA - CARABAYA - PUNO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6939550,6767404,0,0.0,172145.99,0.0,0.0,Cartera_260824-123814.xlsx,210304,,210304,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210304,Coincidencia exacta y única por nombre
44.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2305673.0,,PROYECTO DE INVERSION,"INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO RURAL EN LOS SECTORES DE NUEVA CALA CALA, ASPAEX, ASPAEX-I Y ASPAEX-III (LOS CARIBEÑOS), CENTRO POBLADO DE YACANGO, DISTRITO DE TORATA - MARISCAL NIETO - MOQUEGUA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,10818469,10512133,30000,305827.0,50000.0,0.0,0.0,Cartera_260824-123814.xlsx,180106,,180106,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,180106,Coincidencia exacta y única por nombre
45.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2199705.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO BASICO DE LA LOCALIDAD DE INCA ROCA LOBOYACU, DISTRITO DE UCHIZA - TOCACHE - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6310503,6247101,0,10000.0,63401.83,0.0,0.0,Cartera_260824-123814.xlsx,221005,,221005,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,221005,Coincidencia exacta y única por nombre
46.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2297617.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD CAMPESINA DE AURINCOTA: SECTORES MULLUCHUYO - LLUMAHUI, PLATERIA - TOTOROCO, CHACAMARCA, PICHUPICHUNI, TICATANCA, DISTRITO DE HUACULLANI, PROVI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,14188114,13794354,5000,5000.0,37893.92,0.0,0.0,Cartera_260824-123814.xlsx,210403,,210403,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210403,Coincidencia exacta y única por nombre
47.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2286781.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO EN EL CENTRO POBLADO EL TRIUNFO, DISTRITO DE LA PECA- BAGUA-AMAZONAS",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2589968,104745,77509,77509.0,2407713.85,0.0,0.0,Cartera_260824-123814.xlsx,,010206,010206,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito LA PECA- BAGUA-AMAZONAS no encontrado en GPKG | Validado por PMI: LA PECA
48.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2190265.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO (UBS) EN LAS LOCALIDADES DE SAN VICENTE, ROSARIO PAMPA Y NUEVO BERLIN, DISTRITO DE ANCO, PROVINCIA LA MAR - AYACUCHO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4917423,4798831,0,10000.0,30000.0,38592.23,0.0,Cartera_260824-123814.xlsx,,050502,050502,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"050502, 090502",Distrito ANCO es ambiguo y no se extrajo provincia | Validado por PMI: ANCO
49.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2265193.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DEL CASERIO DE LLUICHOCOLPAN, DISTRITO DE LLUMPA - MARISCAL LUZURIAGA - ANCASH",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6967338,6677759,0,10000.0,289579.46,0.0,0.0,Cartera_260824-123814.xlsx,021306,,021306,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,021306,Coincidencia exacta y única por nombre
50.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2292730.0,,PROYECTO DE INVERSION,"MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE POMACANCHI, DISTRITO DE POMACANCHI - ACOMAYO - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,23978834,22435541,733867,369389.0,20689.0,630611.0,0.0,Cartera_260824-123814.xlsx,080205,,080205,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080205,Coincidencia exacta y única por nombre
51.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2251094.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION DE EXCRETAS DE LA LOCALIDAD PANJUY , DISTRITO DE TABALOSOS - LAMAS - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3817418,3512505,0,10000.0,304913.57,0.0,0.0,Cartera_260824-123814.xlsx,220510,,220510,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220510,Coincidencia exacta y única por nombre
52.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2189518.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA DE ACCOPATA, DISTRITO DE ASILLO, AZANGARO - PUNO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6941863,6782326,26985,30000.0,30000.0,29537.39,0.0,Cartera_260824-123814.xlsx,210204,,210204,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210204,Coincidencia exacta y única por nombre
53.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2400865.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE QUISTOCOCHA , DISTRITO DE SAN JUAN BAUTISTA - MAYNAS - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,17212334,15904090,0,1094052.0,131868.8,0.0,0.0,Cartera_260824-123814.xlsx,,160113,160113,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"050110, 160113, 110110",Distrito SAN JUAN BAUTISTA es ambiguo y no se extrajo provincia | Validado por PMI: SAN JUAN BAUTISTA
54.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2289940.0,,PROYECTO DE INVERSION,"MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE ALCANTARILLADO, PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SANTA ROSA DE TOLDOPAMPA, DISTRITO DE PAMPA HERMOSA - PROVINCIA DE SATIPO - REGIÓN JUNÍN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2523609,148895,0,0.0,70382.27,0.0,0.0,Cartera_260824-123814.xlsx,120605,,120605,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120605,Coincidencia resuelta usando provincia SATIPO
55.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2189457.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LOS SECTORES CHATUMA CUCHO, CHIARAUYO, HANCCOHUYO, SAN ISIDRO Y CAPUHUI DEL CENTRO POBLADO CHATUMA, DISTRITO POMATA - CHUCUITO - PUNO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6045639,5808912,4800,5000.0,30000.0,33046.8,0.0,Cartera_260824-123814.xlsx,,210406,210406,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: POMATA"
56.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2264061.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA LOCALIDAD DE MARCJAHUI, DISTRITO DE LLUSCO - CHUMBIVILCAS - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4942293,4837824,0,10000.0,64468.99,0.0,0.0,Cartera_260824-123814.xlsx,080706,,080706,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080706,Coincidencia exacta y única por nombre
57.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2301620.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO DE PARIAHUANCA, DISTRITO DE PARIAHUANCA - HUANCAYO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4494709,4149572,0,10000.0,345137.45,0.0,0.0,Cartera_260824-123814.xlsx,,120124,120124,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"120124, 020607",Distrito PARIAHUANCA es ambiguo y no se extrajo provincia | Validado por PMI: PARIAHUANCA
58.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2186026.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD CAMPESINA ARACACHI JAHUERJA, DISTRITO KELLUYO - CHUCUITO - PUNO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4353193,4230291,4800,5000.0,30000.0,33705.56,0.0,Cartera_260824-123814.xlsx,,210404,210404,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: KELLUYO"
59.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2187527.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA JILA ( RETIRO, INAMPO Y CENTRAL), DISTRITO ASILLO, AZANGARO, PUNO.",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5516941,5411551,29470,30000.0,30000.0,25389.5,0.0,Cartera_260824-123814.xlsx,,210204,210204,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: ASILLO"
60.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2172748.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL ANEXO DE ANTACCACCA, DISTRITO MARANGANI, PROVINCIA CANCHIS, REGION CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4073004,3998386,0,30000.0,34618.48,0.0,0.0,Cartera_260824-123814.xlsx,,080604,080604,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: MARANGANI"
61.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2400868.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE PENA NEGRA , DISTRITO DE SAN JUAN BAUTISTA - MAYNAS - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,20609019,20316665,111000,106065.0,186289.03,0.0,0.0,Cartera_260824-123814.xlsx,,160113,160113,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"050110, 160113, 110110",Distrito SAN JUAN BAUTISTA es ambiguo y no se extrajo provincia | Validado por PMI: SAN JUAN BAUTISTA
62.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2400917.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LA COMUNIDAD NATIVA DE SAN PEDRO II, DISTRITO DE NAUTA , PROVINCIA DE LORETO - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4466028,4466028,0,14812.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
62.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2178727.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO DE LA LOCALIDAD DE TRANCAPATA BAJA, DISTRITO DE CURAHUASI - ABANCAY - APURIMAC",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5112339,4606273,0,5000.0,506065.85,0.0,0.0,Cartera_260824-123814.xlsx,030104,,030104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030104,Coincidencia exacta y única por nombre
63.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2305052.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE ESPINAL , DISTRITO DE SAYAPULLO - GRAN CHIMU - LA LIBERTAD",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4147346,3808106,0,10000.0,339240.26,0.0,0.0,Cartera_260824-123814.xlsx,131104,,131104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,131104,Coincidencia exacta y única por nombre
64.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2339592.0,,PROYECTO DE INVERSION,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LA COMUNIDAD NATIVA DE SOLEDAD, DISTRITO DE BALSAPUERTO, PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,17706787,17566679,78368,239207.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,160202,,160202,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160202,Coincidencia exacta y única por nombre
64.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2307913.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DEL CENTRO POBLADO DE TUTURCUYO , DISTRITO DE SANTIAGO DE PUPUJA - AZANGARO - PUNO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8212925,7949940,0,0.0,262985.41,0.0,0.0,Cartera_260824-123814.xlsx,210214,,210214,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210214,Coincidencia exacta y única por nombre
65.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2307932.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA LOCALIDAD DE SUMARO , DISTRITO DE CHINCHAYPUJIO - ANTA - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5691020,5105505,7215,10000.0,50000.0,0.0,0.0,Cartera_260824-123814.xlsx,080304,,080304,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080304,Coincidencia exacta y única por nombre
66.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2189499.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LAS PARCIALIDADES SAN FRANCISCO Y COLLINE DEL CENTRO POBLADO ARCONUMA, DISTRITO KELLUYO - CHUCUITO - PUNO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3007161,2945781,29825,30000.0,30805.51,0.0,0.0,Cartera_260824-123814.xlsx,,210404,210404,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: KELLUYO"
67.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2289970.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO EN LA LOCALIDAD DE CADMALCA BAJO, DISTRITO DE LAJAS - CHOTA - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8036451,7723999,0,0.0,312451.84,0.0,0.0,Cartera_260824-123814.xlsx,060410,,060410,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060410,Coincidencia exacta y única por nombre
68.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2293521.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE AMOYO, DISTRITO DE SANDIA , PROVINCIA DE SANDIA - PUNO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4790456,4311480,0,10000.0,478975.86,0.0,0.0,Cartera_260824-123814.xlsx,211201,,211201,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,211201,Coincidencia exacta y única por nombre
69.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2168152.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO DE LA LOCALIDAD DE BACAS, DISTRITO DE CURAHUASI - ABANCAY - APURIMAC",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5111897,5067289,0,5000.0,29607.74,0.0,0.0,Cartera_260824-123814.xlsx,030104,,030104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030104,Coincidencia exacta y única por nombre
70.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2194449.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CASERIO VIRGEN DEL CARMEN, DISTRITO DE IRAZOLA - PADRE ABAD - UCAYALI",SANEAMIENTO,SANEAMIENTO RURAL,SANEAMIENTO,3817167,3610605,156500,190283.0,194792.79,0.0,0.0,Cartera_260824-123814.xlsx,250302,,250302,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,250302,Coincidencia exacta y única por nombre
